Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
239,Tanner Glass,25,FLA,LW,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0.0,20,6:45,1,5,1,0,100.0
240,Tim Gleason,26,CAR,D,70,0,12,12,3,68,0,0,0,0,10,1,1,61,0.0,1447,20:40,133,171,0,0,
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
241,Curtis Glencross,26,CGY,LW,74,13,27,40,14,42,11,1,1,3,23,4,0,152,8.6,1086,14:41,29,123,26,28,48.1
242,Marcel Goc,25,SJS,C,55,2,9,11,-6,18,2,0,0,1,9,0,0,104,1.9,765,13:55,17,83,332,238,58.2
243,Eric Godard,28,PIT,RW,71,2,2,4,-3,171,2,0,0,0,2,0,0,20,10.0,289,4:04,12,37,1,0,100.0
244,Steven Goertzen,24,PHX,RW,16,2,2,4,-2,24,2,0,0,0,2,0,0,18,11.1,155,9:42,7,33,1,1,50.0
245,Alex Goligoski,23,PIT,D,45,6,14,20,5,16,2,4,0,0,10,4,0,61,9.8,824,18:18,49,30,0,0,
246,Scott Gomez,29,NYR,C,77,16,42,58,-2,60,12,3,1,7,28,14,0,271,5.9,1622,21:04,23,61,687,625,52.4
247,Sergei Gonchar,34,PIT,D,25,6,13,19,6,26,1,5,0,1,5,8,0,71,8.5,630,25:11,38,25,0,0,
248,Andrew Gordon,23,WSH,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:12,0,1,0,0,
249,Boyd Gordon,25,WSH,C,63,5,9,14,-4,16,4,0,1,2,9,0,0,69,7.2,848,13:28,43,33,374,293,56.1
250,Josh Gorges,24,MTL,D,81,4,19,23,12,37,2,2,0,0,15,3,1,63,6.3,1630,20:08,161,94,0,1,0.0
251,Mikhail Grabovski,25,TOR,C,78,20,28,48,-8,92,14,6,0,2,19,9,0,120,16.7,1265,16:13,30,45,418,524,44.4
252,Marc-Andre Gragnani,21,BUF,D,4,0,0,0,2,2,0,0,0,0,0,0,0,3,0.0,62,15:23,3,3,0,0,
253,Chris Gratton,33,TOT,C,24,0,3,3,-1,12,0,0,0,0,3,0,0,20,0.0,253,10:32,4,37,134,95,58.5
254,Josh Gratton,26,PHI,LW,19,1,2,3,-2,57,1,0,0,0,2,0,0,14,7.1,119,6:14,0,20,0,0,
255,Denis Grebeshkov,25,EDM,D,72,7,32,39,12,38,5,2,0,0,21,11,0,62,11.3,1524,21:10,87,46,0,0,
256,Mike Green,23,WSH,D,68,31,42,73,24,68,12,18,1,4,22,20,0,243,12.8,1752,25:46,110,86,0,0,
257,Andy Greene,26,NJD,D,49,2,7,9,3,22,2,0,0,0,7,0,0,38,5.3,798,16:17,63,37,0,0,
258,Matt Greene,25,LAK,D,82,2,12,14,1,111,2,0,0,0,11,1,0,76,2.6,1619,19:44,167,202,1,0,100.0
259,Kyle Greentree,25,CGY,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,19,9:18,1,1,0,0,
260,Mike Grier,34,SJS,RW,62,10,13,23,8,25,9,0,1,2,10,0,3,108,9.3,930,15:00,34,147,15,28,34.9
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
261,Nicklas Grossmann,24,DAL,D,81,2,10,12,-8,51,2,0,0,1,10,0,0,60,3.3,1429,17:39,100,178,0,0,
262,Nate Guenin,26,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,13:25,1,0,0,0,
263,Bill Guerin,38,TOT,RW,78,21,27,48,-12,81,16,5,0,4,14,13,0,226,9.3,1300,16:40,29,72,30,34,46.9
264,Ben Guite,30,COL,RW,50,5,7,12,2,30,5,0,0,1,7,0,0,63,7.9,636,12:43,32,88,286,269,51.5
265,Niklas Hagman,29,TOR,LW,65,22,20,42,-5,4,16,6,0,3,13,7,0,168,13.1,1110,17:05,24,22,0,1,0.0
266,Ron Hainsey,27,ATL,D,81,6,33,39,-16,32,2,4,0,0,19,14,0,148,4.1,1812,22:22,127,60,0,0,
267,David Hale,27,PHX,D,48,3,6,9,-11,36,3,0,0,0,6,0,0,22,13.6,727,15:08,33,85,0,0,
268,Matt Halischuk,20,NJD,RW,1,0,1,1,-1,0,0,0,0,0,1,0,0,0,,10,9:47,0,0,0,0,
269,Adam Hall,28,TBL,RW,74,5,5,10,-9,29,4,1,0,0,4,1,0,90,5.6,829,11:12,37,85,169,169,50.0
270,Jeff Halpern,32,TBL,C,52,7,9,16,-13,32,5,1,1,1,6,3,0,60,11.7,885,17:01,39,28,434,388,52.8
271,Dan Hamhuis,26,NSH,D,82,3,23,26,-4,67,1,1,1,1,17,5,1,135,2.2,1873,22:50,113,133,0,0,
272,Jeff Hamilton,31,TOR,RW,15,3,3,6,2,4,3,0,0,1,3,0,0,30,10.0,194,12:57,5,6,3,8,27.3
273,Roman Hamrlik,34,MTL,D,81,6,27,33,4,62,6,0,0,0,21,3,3,143,4.2,1775,21:55,195,104,0,0,
274,Michal Handzus,31,LAK,C,82,18,24,42,-7,32,10,7,1,4,14,9,1,143,12.6,1550,18:54,69,75,719,601,54.5
275,Scott Hannan,30,COL,D,81,1,9,10,-21,26,1,0,0,0,9,0,0,70,1.4,1812,22:22,162,56,0,1,0.0
276,Jannik Hansen,22,VAN,RW,55,6,15,21,5,37,6,0,0,1,14,0,1,64,9.4,688,12:31,20,25,2,10,16.7
277,Christian Hanson,22,TOR,C,5,1,1,2,-1,2,1,0,0,0,1,0,0,9,11.1,82,16:19,1,3,1,3,25.0
278,Martin Hanzal,21,PHX,C,74,11,20,31,-4,40,9,0,2,2,17,2,1,97,11.3,1210,16:21,45,130,516,550,48.4
279,Jay Harrison,26,TOR,D,7,0,1,1,-2,10,0,0,0,0,1,0,0,6,0.0,121,17:16,8,8,0,0,
280,Peter Harrold,25,LAK,D,69,4,8,12,-13,28,3,1,0,1,4,4,0,95,4.2,909,13:10,37,36,6,10,37.5
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
281,Scott Hartnell,26,PHI,LW,82,30,30,60,14,143,23,6,1,5,23,7,0,210,14.3,1460,17:48,36,104,18,18,50.0
282,Niclas Havelid,35,TOT,D,78,2,17,19,2,48,1,0,1,0,11,5,1,56,3.6,1613,20:40,190,41,0,0,
283,Martin Havlat,27,CHI,RW,81,29,48,77,29,30,24,5,0,5,39,9,0,249,11.6,1410,17:25,12,19,2,6,25.0
284,Dany Heatley,28,OTT,LW,82,39,33,72,-11,88,24,15,0,6,22,11,0,258,15.1,1649,20:07,24,87,14,16,46.7
285,Jochen Hecht,31,BUF,C,70,12,15,27,-9,33,8,3,1,1,11,2,2,173,6.9,1218,17:24,38,29,235,303,43.7
286,Bret Hedican,38,ANA,D,51,1,5,6,-7,36,1,0,0,0,3,2,0,40,2.5,832,16:18,37,51,0,0,
287,Jan Hejda,30,CBJ,D,82,3,18,21,23,38,3,0,0,1,17,0,1,66,4.5,1835,22:23,157,168,0,1,0.0
288,Milan Hejduk,32,COL,RW,82,27,32,59,-19,16,16,10,1,2,23,9,0,211,12.8,1634,19:56,31,30,72,88,45.0
289,Darren Helm,22,DET,C,16,0,1,1,-7,4,0,0,0,0,1,0,0,29,0.0,199,12:26,4,37,74,58,56.1
290,Bryan Helmer,36,WSH,D,12,0,3,3,-1,2,0,0,0,0,2,1,0,8,0.0,199,16:36,22,13,0,0,
291,Dwight Helminen,25,CAR,C,23,1,1,2,-2,0,1,0,0,0,1,0,0,15,6.7,157,6:50,9,22,61,70,46.6
292,Ales Hemsky,25,EDM,RW,72,23,43,66,1,32,19,4,0,2,16,27,0,185,12.4,1343,18:39,35,16,0,4,0.0
293,Matt Hendricks,27,COL,C,4,0,0,0,1,13,0,0,0,0,0,0,0,5,0.0,34,8:30,1,8,0,1,0.0
294,Jordan Hendry,24,CHI,D,9,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,91,10:06,10,4,0,0,
295,Josh Hennessy,23,OTT,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,13:40,0,1,2,5,28.6
296,Alex Henry,29,MTL,D,2,0,0,0,-2,10,0,0,0,0,0,0,0,0,,13,6:34,1,2,0,0,
297,T.J. Hensick,23,COL,C,61,4,17,21,-7,14,3,1,0,0,12,5,0,116,3.4,787,12:54,22,14,241,269,47.3
298,Jamie Heward,37,TBL,D,13,0,2,2,-1,4,0,0,0,0,0,2,0,11,0.0,154,11:49,15,5,0,0,
299,Chris Higgins,25,MTL,LW,57,12,11,23,-1,22,8,2,2,1,9,2,0,151,7.9,969,16:00,39,79,29,28,50.9
300,Andy Hilbert,27,NYI,C,67,11,16,27,-3,22,9,1,1,0,12,3,1,167,6.6,1082,16:09,85,41,71,115,38.2
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
301,Jack Hillen,23,NYI,D,40,1,5,6,-9,16,1,0,0,0,4,0,1,47,2.1,608,15:13,50,28,0,0,
302,Dan Hinote,32,STL,RW,51,1,4,5,-7,64,1,0,0,0,2,1,1,24,4.2,556,10:55,29,86,35,39,47.3
303,Niklas Hjalmarsson,21,CHI,D,21,1,2,3,4,0,1,0,0,0,1,0,1,15,6.7,315,14:59,22,15,0,0,
304,Shane Hnidy,33,BOS,D,65,3,9,12,6,45,2,1,0,1,9,0,0,49,6.1,1016,15:38,75,46,0,0,
305,Jeff Hoggan,30,PHX,RW,4,0,1,1,-1,7,0,0,0,0,1,0,0,7,0.0,48,12:00,4,13,0,2,0.0
306,Bobby Holik,38,NJD,C,62,4,5,9,-2,66,4,0,0,1,4,1,0,79,5.1,632,10:11,6,135,300,206,59.3
307,Ryan Hollweg,25,TOR,LW,25,0,2,2,-7,38,0,0,0,0,2,0,0,12,0.0,162,6:28,4,37,1,2,33.3
308,Tomas Holmstrom,36,DET,RW,53,14,23,37,18,38,6,8,0,1,19,4,0,75,18.7,809,15:16,4,48,3,5,37.5
309,Shawn Horcoff,30,EDM,C,80,17,36,53,7,39,9,8,0,2,23,13,0,178,9.6,1709,21:22,45,30,947,808,54.0
310,Darcy Hordichuk,28,VAN,LW,73,4,1,5,1,109,4,0,0,0,1,0,0,26,15.4,404,5:32,8,110,1,0,100.0
311,Patric Hornqvist,22,NSH,RW,28,2,5,7,-3,16,2,0,0,0,4,1,0,54,3.7,319,11:24,13,20,1,4,20.0
312,Nathan Horton,23,FLA,C,67,22,23,45,-5,48,16,5,1,5,14,9,0,131,16.8,1196,17:51,14,95,377,486,43.7
313,Marian Hossa,30,DET,RW,74,40,31,71,27,63,30,10,0,8,17,13,1,307,13.0,1317,17:48,9,69,4,15,21.1
314,Jiri Hudler,25,DET,RW,82,23,34,57,7,16,17,6,0,2,12,22,0,155,14.8,1119,13:39,8,20,12,16,42.9
315,Trent Hunter,28,NYI,RW,55,14,17,31,-8,41,9,5,0,2,11,5,1,154,9.1,901,16:23,25,135,5,15,25.0
316,Matt Hunwick,23,BOS,D,53,6,21,27,15,31,6,0,0,1,13,8,0,58,10.3,900,16:59,50,45,0,0,
317,Kristian Huselius,30,CBJ,LW,74,21,35,56,1,44,16,5,0,2,26,9,0,212,9.9,1444,19:31,16,21,13,32,28.9
318,Kent Huskins,29,ANA,D,33,2,4,6,6,27,2,0,0,0,4,0,0,20,10.0,620,18:47,47,29,0,1,0.0
319,Andrew Hutchinson,28,TOT,D,40,2,3,5,-9,12,2,0,0,0,2,1,0,58,3.4,574,14:22,35,11,0,0,
320,Mike Iggulden,26,NYI,C,11,1,4,5,-3,4,1,0,0,0,4,0,0,16,6.3,133,12:08,6,16,1,1,50.0
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
321,Jarome Iginla,31,CGY,RW,82,35,54,89,-2,37,25,10,0,4,32,22,0,289,12.1,1772,21:37,15,80,262,235,52.7
322,Raitis Ivanans,30,LAK,LW,76,2,0,2,-8,145,2,0,0,2,0,0,0,25,8.0,484,6:22,9,125,0,0,
323,Barret Jackman,27,STL,D,82,4,17,21,-17,86,2,1,1,0,15,1,1,89,4.5,1922,23:26,145,124,0,0,
324,Tim Jackman,27,NYI,RW,69,5,7,12,-17,155,4,0,1,0,7,0,0,99,5.1,811,11:45,50,151,7,15,31.8
325,Jean-Francois Jacques,23,EDM,LW,7,1,0,1,0,9,1,0,0,0,0,0,0,3,33.3,52,7:22,2,13,0,0,
326,Jason Jaffray,27,VAN,RW,14,2,2,4,-2,14,2,0,0,2,2,0,0,11,18.2,127,9:04,3,7,31,34,47.7
327,Connor James,26,PIT,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,8:15,0,0,0,0,
328,Dan Jancevski,27,DAL,D,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,46,15:20,2,4,0,0,
329,Doug Janik,28,TOT,D,15,0,1,1,-3,4,0,0,0,0,1,0,0,1,0.0,154,10:18,16,8,0,0,
330,Cam Janssen,24,STL,RW,56,1,3,4,-5,131,1,0,0,0,3,0,0,22,4.5,281,5:01,2,66,0,2,0.0
331,Dustin Jeffrey,20,PIT,C,14,1,2,3,4,0,1,0,0,0,2,0,0,18,5.6,151,10:47,3,8,43,60,41.7
332,Jesse Joensuu,21,NYI,LW,7,1,2,3,-1,4,1,0,0,0,1,1,0,9,11.1,85,12:06,2,7,0,0,
333,Aaron Johnson,25,CHI,D,38,3,5,8,19,33,3,0,0,1,5,0,0,27,11.1,537,14:09,34,40,0,0,
334,Jack Johnson,22,LAK,D,41,6,5,11,-18,46,3,3,0,0,2,3,0,50,12.0,831,20:17,51,68,0,0,
335,Ryan Johnson,32,VAN,C,62,2,7,9,1,12,2,0,0,1,7,0,0,22,9.1,683,11:01,83,33,265,286,48.1
336,Kim Johnsson,32,MIN,D,81,2,22,24,-3,44,1,1,0,0,15,5,2,93,2.2,1987,24:32,142,36,0,0,
337,Jussi Jokinen,25,TOT,LW,71,7,20,27,-10,28,5,2,0,1,13,7,0,101,6.9,1087,15:19,43,31,361,312,53.6
338,Olli Jokinen,30,TOT,C,76,29,28,57,-12,67,18,9,2,3,17,11,0,236,12.3,1435,18:53,23,72,413,539,43.4
339,David Jones,24,COL,RW,40,8,5,13,-8,8,7,1,0,1,4,1,0,47,17.0,509,12:44,13,54,4,4,50.0
340,Randy Jones,27,PHI,D,47,4,4,8,8,22,3,1,0,2,4,0,0,45,8.9,898,19:07,66,20,0,0,
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
341,Ryan Jones,24,NSH,LW,46,7,10,17,1,22,5,2,0,1,6,4,0,63,11.1,526,11:26,16,63,1,9,10.0
342,Derek Joslin,21,SJS,D,12,0,0,0,-3,6,0,0,0,0,0,0,0,9,0.0,136,11:22,8,11,0,0,
343,Ed Jovanovski,32,PHX,D,82,9,27,36,-15,106,3,6,0,3,15,12,0,194,4.6,1817,22:10,109,130,0,1,0.0
344,Jonas Junland,21,STL,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,12,12:28,1,0,0,0,
345,Milan Jurcina,25,WSH,D,79,3,11,14,1,68,3,0,0,1,10,1,0,95,3.2,1276,16:09,131,157,0,0,
346,Frantisek Kaberle,35,CAR,D,30,1,7,8,-4,8,0,1,0,0,5,2,0,28,3.6,422,14:03,34,16,0,0,
347,Tomas Kaberle,30,TOR,D,57,4,27,31,-8,8,1,3,0,1,11,16,0,93,4.3,1337,23:28,78,29,0,0,
348,Patrick Kaleta,22,BUF,RW,51,4,5,9,1,89,4,0,0,0,5,0,0,35,11.4,455,8:55,27,137,1,4,20.0
349,Dmitri Kalinin,28,TOT,D,73,2,15,17,-9,32,1,1,0,0,13,2,0,67,3.0,1290,17:40,73,79,0,0,
350,Jon Kalinski,21,PHI,C,12,1,2,3,-2,0,1,0,0,1,2,0,0,7,14.3,91,7:37,7,12,21,25,45.7
351,Boyd Kane,30,PHI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,8:12,1,2,0,0,
352,Patrick Kane,20,CHI,RW,80,25,45,70,-2,42,12,13,0,4,23,22,0,254,9.8,1493,18:40,9,19,13,18,41.9
353,Paul Kariya,34,STL,LW,11,2,13,15,1,2,2,0,0,0,4,9,0,31,6.5,199,18:06,6,7,0,0,
354,Martins Karsums,22,TOT,RW,24,1,5,6,-8,6,1,0,0,0,4,1,0,28,3.6,269,11:11,11,47,2,1,66.7
355,Lukas Kaspar,23,SJS,LW,13,2,2,4,0,8,2,0,0,1,1,1,0,14,14.3,119,9:08,2,18,0,4,0.0
356,Duncan Keith,25,CHI,D,77,8,36,44,33,60,5,2,1,1,27,9,0,173,4.6,1969,25:34,92,40,0,0,
357,Chris Kelly,28,OTT,C,82,12,11,23,-10,38,11,0,1,1,9,0,2,118,10.2,1279,15:36,59,97,234,260,47.4
358,Tim Kennedy,22,BUF,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,11:04,0,1,0,1,0.0
359,Tyler Kennedy,22,PIT,C,67,15,20,35,15,30,15,0,0,3,18,2,0,171,8.8,923,13:46,10,47,42,36,53.8
360,Ryan Kesler,24,VAN,C,82,26,33,59,8,61,14,10,2,2,23,8,2,179,14.5,1596,19:28,70,70,524,445,54.1
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
361,Phil Kessel,21,BOS,RW,70,36,24,60,23,16,28,8,0,6,17,7,0,232,15.5,1159,16:34,16,6,42,45,48.3
362,D.J. King,25,STL,LW,1,0,1,1,0,0,0,0,0,0,1,0,0,0,,8,8:20,0,3,0,0,
363,Geoff Kinrade,23,TBL,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,17:32,2,1,0,0,
364,Ken Klee,37,TOT,D,71,1,10,11,9,28,1,0,0,0,10,0,0,51,2.0,1096,15:26,104,102,0,0,
365,Kevin Klein,24,NSH,D,63,4,8,12,-2,19,3,1,0,0,8,0,0,41,9.8,798,12:40,47,57,0,0,
366,Rostislav Klesla,26,CBJ,D,34,1,8,9,2,38,1,0,0,0,6,2,0,30,3.3,713,20:59,49,59,0,1,0.0
367,Mike Knuble,36,PHI,RW,82,27,20,47,5,62,16,11,0,6,10,9,1,173,15.6,1490,18:10,48,89,18,33,35.3
368,Chuck Kobasew,26,BOS,RW,68,21,21,42,5,56,15,6,0,3,18,3,0,129,16.3,999,14:41,27,100,5,20,20.0
369,David Koci,27,TOT,LW,37,1,1,2,1,141,1,0,0,0,1,0,0,13,7.7,220,5:57,5,39,0,0,
370,Ville Koistinen,26,NSH,D,38,3,8,11,0,14,2,1,0,2,4,4,0,42,7.1,559,14:42,23,45,0,1,0.0
371,Mikko Koivu,25,MIN,C,79,20,47,67,2,66,11,5,4,3,24,21,2,236,8.5,1697,21:29,36,45,857,768,52.7
372,Saku Koivu,34,MTL,C,65,16,34,50,4,44,11,5,0,5,20,12,2,123,13.0,1108,17:03,21,43,607,515,54.1
373,Krys Kolanos,27,MIN,C,21,3,3,6,3,16,2,1,0,0,2,1,0,30,10.0,223,10:36,3,37,59,56,51.3
374,Mike Komisarek,27,MTL,D,66,2,9,11,0,121,2,0,0,0,7,0,2,56,3.6,1361,20:37,207,191,0,0,
375,Zenon Konopka,28,TBL,C,7,0,1,1,-1,29,0,0,0,0,1,0,0,6,0.0,49,7:01,2,6,17,8,68.0
376,Tomas Kopecky,26,DET,RW,79,6,13,19,-7,46,4,1,1,2,11,2,0,110,5.5,823,10:25,13,107,36,43,45.6
377,Anze Kopitar,21,LAK,C,82,27,39,66,-17,32,19,7,1,3,23,16,0,234,11.5,1677,20:27,56,85,671,684,49.5
378,Lauri Korpikoski,22,NYR,LW,68,6,8,14,-10,14,6,0,0,1,8,0,0,63,9.5,742,10:55,15,96,88,132,40.0
379,Andrei Kostitsyn,23,MTL,LW,74,23,18,41,-7,50,17,6,0,2,9,9,0,169,13.6,1154,15:35,23,124,3,3,50.0
380,Sergei Kostitsyn,21,MTL,LW,56,8,15,23,-3,64,3,5,0,1,10,5,0,74,10.8,792,14:08,21,49,3,6,33.3
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
381,Tom Kostopoulos,30,MTL,RW,78,8,14,22,-1,106,7,0,1,0,13,0,1,121,6.6,1103,14:09,42,167,5,11,31.3
382,Ales Kotalik,30,TOT,RW,75,20,23,43,-5,34,11,9,0,1,11,12,0,208,9.6,1159,15:27,22,121,36,49,42.4
383,Ilya Kovalchuk,25,ATL,LW,79,43,48,91,-12,50,31,12,0,6,23,24,1,275,15.6,1723,21:48,15,43,5,9,35.7
384,Alex Kovalev,35,MTL,RW,78,26,39,65,-5,74,14,11,1,4,17,21,1,209,12.4,1515,19:26,20,56,16,34,32.0
385,Viktor Kozlov,33,WSH,C,67,13,28,41,-9,16,11,2,0,0,15,13,0,153,8.5,1050,15:40,18,39,10,23,30.3
386,Vyacheslav Kozlov,36,ATL,LW,82,26,50,76,-14,44,14,12,0,3,19,31,0,165,15.8,1413,17:14,17,37,3,5,37.5
387,Lukas Krajicek,25,TBL,D,71,2,17,19,-8,48,2,0,0,0,14,2,1,66,3.0,1393,19:37,90,54,0,0,
388,David Krejci,22,BOS,C,82,22,51,73,37,26,15,5,2,6,35,14,2,146,15.1,1382,16:52,46,74,526,517,50.4
389,Kamil Kreps,24,FLA,C,66,4,15,19,2,18,3,0,1,1,15,0,0,77,5.2,922,13:58,33,43,439,431,50.5
390,Jason Krog,33,VAN,C,4,1,0,1,0,2,0,1,0,0,0,0,0,5,20.0,41,10:14,1,3,14,10,58.3
391,Niklas Kronwall,28,DET,D,80,6,45,51,2,50,2,4,0,1,26,18,1,121,5.0,1832,22:54,106,94,1,0,100.0
392,Staffan Kronwall,26,WSH,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,40,13:13,3,11,0,0,
393,Filip Kuba,32,OTT,D,71,3,37,40,4,28,1,2,0,0,13,24,0,111,2.7,1653,23:17,111,44,0,0,
394,Pavel Kubina,31,TOR,D,82,14,26,40,-15,94,5,9,0,4,13,13,0,184,7.6,1808,22:03,133,89,0,0,
395,Lasse Kukkonen,27,PHI,D,22,0,2,2,-2,10,0,0,0,0,2,0,0,10,0.0,236,10:43,24,15,0,1,0.0
396,Nikolai Kulemin,22,TOR,LW,73,15,16,31,-8,18,13,2,0,1,9,7,0,129,11.6,1008,13:48,42,71,35,31,53.0
397,Chris Kunitz,29,TOT,LW,82,23,30,53,12,71,17,6,0,3,23,6,1,178,12.9,1348,16:26,25,207,13,14,48.1
398,Dan LaCouture,31,CAR,LW,11,2,0,2,-1,10,2,0,0,1,0,0,0,4,50.0,47,4:16,3,9,4,6,40.0
399,Andrew Ladd,23,CHI,LW,82,15,34,49,26,28,15,0,0,2,32,1,1,195,7.7,1180,14:24,22,117,10,32,23.8
400,Brooks Laich,25,WSH,C,82,23,30,53,-1,31,13,9,1,3,14,15,1,185,12.4,1417,17:17,42,99,261,250,51.1
,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Goals,Goals,Goals,Goals,Assists,Assists,Assists,,,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOwin,FOloss,FO%
401,Quintin Laing,29,WSH,LW,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,10,10:19,1,2,0,0,
402,Robert Lang,38,MTL,C,50,18,21,39,6,36,9,8,1,3,11,9,1,101,17.8,844,16:53,24,17,375,393,48.8
403,Jamie Langenbrunner,33,NJD,RW,81,29,40,69,25,56,20,6,3,7,29,11,0,229,12.7,1466,18:06,28,88,10,15,40.0
404,Daymond Langkow,32,CGY,C,73,21,28,49,1,20,17,4,0,3,16,12,0,161,13.0,1255,17:11,30,41,344,385,47.2
405,Ian Laperriere,35,COL,RW,74,7,12,19,0,163,7,0,0,0,11,0,1,61,11.5,1024,13:50,69,103,196,250,43.9
406,Maxim Lapierre,23,MTL,C,79,15,13,28,9,76,12,1,2,2,13,0,0,165,9.1,1169,14:48,52,130,525,462,53.2
407,Georges Laraque,32,MTL,RW,33,0,2,2,-6,61,0,0,0,0,2,0,0,15,0.0,252,7:39,5,42,0,1,0.0
408,Chad Larose,26,CAR,LW,81,19,12,31,6,35,17,0,2,4,9,1,2,171,11.1,1226,15:08,43,121,5,13,27.8
409,Matt Lashoff,22,TOT,D,28,0,8,8,-6,20,0,0,0,0,4,4,0,25,0.0,495,17:41,21,15,0,0,
410,Guillaume Latendresse,21,MTL,RW,56,14,12,26,4,45,13,1,0,2,9,3,0,117,12.0,762,13:37,12,140,1,1,50.0
411,Jay Leach,29,NJD,D,24,0,1,1,0,21,0,0,0,0,1,0,0,5,0.0,356,14:50,25,7,0,0,
412,Brett Lebda,27,DET,D,65,6,10,16,9,48,6,0,0,1,10,0,0,69,8.7,887,13:39,15,30,1,0,100.0
413,Vincent Lecavalier,28,TBL,C,77,29,38,67,-9,54,18,10,1,6,23,14,1,291,10.0,1559,20:15,29,110,710,684,50.9
414,Per Ledin,30,COL,LW,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,30,9:56,0,3,0,0,
415,Brian Lee,21,OTT,D,53,2,11,13,-2,33,1,1,0,1,9,2,0,51,3.9,1001,18:53,67,58,0,0,
416,David Legwand,28,NSH,C,73,20,22,42,-3,32,16,1,3,1,15,6,1,175,11.4,1419,19:27,23,25,509,514,49.8
